date,job_scarcity,consumer_anxiety,job_scarcity_z,consumer_anxiety_z,STI
2023-08-01,-1.3,-36.3,-0.8570733332733732,0.40560196178087415,-0.22573568574624953
2023-09-01,-1.3,-35.5,-0.8570733332733732,0.5740796613323895,-0.14149683597049184
2023-10-01,-1.29,-35.8,-0.8276232363591339,0.5109005240005716,-0.15836135617928115
2023-11-01,-1.27,-36.2,-0.7687230425306554,0.42666167422481244,-0.17103068415292147
2023-12-01,-1.27,-37.0,-0.7687230425306554,0.25818397467329707,-0.2552695339286791
2024-01-01,-1.27,-37.9,-0.7687230425306554,0.06864656267784189,-0.35003823992640676
2024-02-01,-1.26,-38.7,-0.7392729456164161,-0.09983113687367498,-0.4195520412450455
2024-03-01,-1.27,-39.5,-0.7687230425306554,-0.2683088364251904,-0.5185159394779228
2024-04-01,-1.26,-38.2,-0.7392729456164161,0.0054674253460225,-0.3669027601351968
2024-05-01,-1.25,-36.6,-0.7098228487021768,0.34242282444905475,-0.18370001212656104
2024-06-01,-1.24,-36.7,-0.6803727517879375,0.32136311200511497,-0.1795048198914113
2024-07-01,-1.25,-36.9,-0.7098228487021768,0.27924368711723685,-0.21528958079247
2024-08-01,-1.24,-36.8,-0.6803727517879375,0.30030339956117663,-0.19003467611338046
2024-09-01,-1.25,-37.0,-0.7098228487021768,0.25818397467329707,-0.22581943701443988
2024-10-01,-1.25,-36.1,-0.7098228487021768,0.4477213866687522,-0.1310507310167123
2024-11-01,-1.25,-36.2,-0.7098228487021768,0.42666167422481244,-0.1415805872386822
2024-12-01,-1.25,-35.9,-0.7098228487021768,0.48984081155663184,-0.10999101857277249
2025-01-01,-1.26,-35.1,-0.7392729456164161,0.6583185111081472,-0.040477217254134445
2025-02-01,-1.24,-34.8,-0.6803727517879375,0.7214976484399666,0.020562448326014504
2025-03-01,-1.26,-34.1,-0.7392729456164161,0.8689156355475421,0.06482134496556302
2025-04-01,-1.26,-31.2,-0.7392729456164161,1.479647296421788,0.3701871754026859
