date,unemployment,employment_decline,crime,unemployment_z,employment_decline_z,crime_z,STI
2011-03-01,4.69,-0.9,12.209166666666667,0.9077891410050416,-0.16159401734512466,0.014276874070829414,0.25349066591024877
2011-04-01,4.67,-0.6,12.145,0.8881306150988414,0.1076331579816633,0.003107126969200458,0.33295696668323504
2011-05-01,4.62,-0.5,12.080833333333333,0.8389843003333421,0.19737554975725924,-0.008062620132428496,0.34276574331939097
2011-06-01,4.7,-0.6,12.016666666666666,0.9176184039581412,0.1076331579816633,-0.01923236723405745,0.3353397315685824
2011-07-01,4.7,-0.6,11.9525,0.9176184039581412,0.1076331579816633,-0.030402114335686098,0.33161648253470616
2011-08-01,4.47,-0.6,11.888333333333334,0.6915453560368436,0.1076331579816633,-0.041571861437315054,0.2525355508603973
2011-09-01,4.24,-0.5,11.824166666666667,0.4654723081155469,0.19737554975725924,-0.05274160853894401,0.20336874977795402
2011-10-01,4.43,-0.4,11.76,0.6522283042244441,0.2871179415328552,-0.06391135564057296,0.2918116300389088
2011-11-01,4.45,-0.5,11.696666666666667,0.6718868301306443,0.19737554975725924,-0.07493604109153124,0.26477544626545746
2011-12-01,4.51,-0.3,11.633333333333333,0.7308624078492432,0.3768603333084512,-0.08596072654248982,0.3405873382050682
2012-01-01,4.53,-0.3,11.57,0.7505209337554434,0.3768603333084512,-0.0969854119934481,0.3434652850234821
2012-02-01,4.49,-0.4,11.506666666666666,0.7112038819430438,0.2871179415328552,-0.10801009744440668,0.2967705753438308
2012-03-01,4.51,-0.2,11.443333333333333,0.7308624078492432,0.4666027250840472,-0.11903478289536494,0.35947678334597516
2012-04-01,4.49,-0.3,11.379999999999999,0.7112038819430438,0.3768603333084512,-0.13005946834632354,0.31933491563505717
2012-05-01,4.4,-0.6,11.316666666666666,0.6227405153651451,0.1076331579816633,-0.14108415379728179,0.1964298398498422
2012-06-01,4.33,-0.5,11.253333333333334,0.5539356746934456,0.19737554975725924,-0.15210883924824006,0.1997341284008216
2012-07-01,4.34,-0.2,11.19,0.5637649376465453,0.4666027250840472,-0.16313352469919865,0.28907804601046466
2012-08-01,4.21,-0.1,11.126666666666667,0.435984519256247,0.5563451168596432,-0.17415821015015692,0.2727238086552444
2012-09-01,4.23,-0.1,11.063333333333333,0.4556430451624472,0.5563451168596432,-0.1851828956011155,0.2756017554736583
2012-10-01,4.14,-0.2,11.0,0.3671796785845476,0.4666027250840472,-0.19620758105207378,0.21252494087217366
2012-11-01,4.12,-0.0,10.9425,0.3475211526783482,0.6460875086352391,-0.2062168349483385,0.26246394212174956
2012-12-01,4.27,-0.2,10.885,0.4949600969748459,0.4666027250840472,-0.21622608884460356,0.2484455777380965
2013-01-01,4.22,0.1,10.8275,0.44581378220934664,0.7358299004108351,-0.2262353427408683,0.3184694466264378
2013-02-01,4.28,0.2,10.77,0.5047893599279464,0.825572292186431,-0.23624459663713332,0.36470568515908136
2013-03-01,4.13,0.1,10.7125,0.3573504156314479,0.7358299004108351,-0.24625385053339804,0.282308821836295
2013-04-01,4.14,-0.1,10.655000000000001,0.3671796785845476,0.5563451168596432,-0.25626310442966277,0.2224205636715093
2013-05-01,4.13,-0.3,10.5975,0.3573504156314479,0.3768603333084512,-0.2662723583259278,0.15597946353799044
2013-06-01,3.92,-0.5,10.540000000000001,0.15093589361635049,0.19737554975725924,-0.27628161222219255,0.024009943717139066
2013-07-01,3.84,-0.5,10.4825,0.0723017899915514,0.19737554975725924,-0.2862908661184576,-0.005537842123215657
2013-08-01,4.09,-0.6,10.425,0.31803336381904834,0.1076331579816633,-0.29630012001472233,0.0431221339286631
2013-09-01,3.94,-0.6,10.3675,0.17059441952255028,0.1076331579816633,-0.3063093739109874,-0.009360598802257944
2013-10-01,4.01,-0.7,10.31,0.23939926019424926,0.017890766206067343,-0.3163186278072521,-0.0196762004689785
2013-11-01,3.9,-0.9,10.245000000000001,0.13127736771015072,-0.16159401734512466,-0.3276334365595514,-0.11931669539817512
2013-12-01,3.67,-0.8,10.18,-0.09479568021114645,-0.0718516255695287,-0.3389482453118511,-0.16853185036417542
2014-01-01,3.66,-1.0,10.115,-0.10462494316424613,-0.2513364091207206,-0.35026305406415037,-0.2354081354497057
2014-02-01,3.58,-0.8,10.05,-0.18325904678904523,-0.0718516255695287,-0.3615778628164497,-0.20556284505834121
2014-03-01,3.65,-0.9,9.985,-0.11445420611734623,-0.16159401734512466,-0.37289267156874933,-0.2163136316770734
2014-04-01,3.63,-1.0,9.92,-0.134112732023546,-0.2513364091207206,-0.3842074803210487,-0.2565522071551051
2014-05-01,3.56,-0.9,9.855,-0.202917572695245,-0.16159401734512466,-0.395522289073348,-0.2533446263712392
2014-06-01,3.68,-0.9,9.79,-0.08496641725804635,-0.16159401734512466,-0.40683709782564764,-0.21779917747627286
2014-07-01,3.73,-1.0,9.725,-0.035820102492547135,-0.2513364091207206,-0.418151906577947,-0.23510280606373823
2014-08-01,3.46,-0.8,9.66,-0.30121020222624384,-0.0718516255695287,-0.42946671533024633,-0.26750951437533965
2014-09-01,3.52,-0.7,9.594999999999999,-0.24223462450764455,0.017890766206067343,-0.44078152408254595,-0.22170846079470774
2014-10-01,3.57,-0.7,9.53,-0.19308830974214533,0.017890766206067343,-0.4520963328348453,-0.20909795879030776
2014-11-01,3.43,-0.5,9.456666666666667,-0.3306979910855433,0.19737554975725924,-0.46486175809384955,-0.1993947331407112
2014-12-01,3.39,-0.7,9.383333333333333,-0.37001504289794285,0.017890766206067343,-0.4776271833528542,-0.27658382001490994
